Begin time,End time,Eclipse type,Greatest eclipse time,EARTH_Position_X,EARTH_Position_Y,EARTH_Position_Z,EARTH_Velocity_X,EARTH_Velocity_Y,EARTH_Velocity_Z,MOON_Position_X,MOON_Position_Y,MOON_Position_Z,MOON_Velocity_X,MOON_Velocity_Y,MOON_Velocity_Z,SUN_Position_X,SUN_Position_Y,SUN_Position_Z,SUN_Velocity_X,SUN_Velocity_Y,SUN_Velocity_Z,JUPITER_Position_X,JUPITER_Position_Y,JUPITER_Position_Z,JUPITER_Velocity_X,JUPITER_Velocity_Y,JUPITER_Velocity_Z,VENUS_Position_X,VENUS_Position_Y,VENUS_Position_Z,VENUS_Velocity_X,VENUS_Velocity_Y,VENUS_Velocity_Z
2029 Jul 11 14:39:09,2029 Jul 11 16:52:31,Partial,2029 Jul 11 15:45:53,50184009.13749869,-143556647.780686,9400.766645395992,27.648627126658997,9.723772980429715,0.00029953311364398777,50061927.097558215,-143193280.7554356,705.6462167493744,26.692107942166924,9.351831291900734,-0.09003440950135636,0.0,0.0,0.0,0.0,0.0,0.0,-712356051.274216,-394452157.275709,17574860.7335341,6.180944843086528,-10.83108874155957,-0.09327667593705073,-107534702.63150217,-558771.0445594552,6196953.759618955,-0.021977643334398143,-35.177671221435254,-0.48234043818311434
2029 Dec 05 13:16:27,2029 Dec 05 17:10:33,Partial,2029 Dec 05 15:13:28,42146367.979793765,141266899.76542494,-9618.167500353153,-29.04252636762559,8.410277359435584,-0.0015992577152862783,42037164.10161828,140923522.45943794,-16940.935729572866,-28.01282718228755,8.056379200919697,0.09600078641296361,0.0,0.0,0.0,0.0,0.0,0.0,-620292603.6721693,-523235444.40815747,16050319.680925155,8.277299002293184,-9.386679151582747,-0.14617391103806793,62855313.61459172,87844519.360923,-2418998.1795718726,-28.5904538594211,20.22607644946344,1.9277169803030816
2030 Jun 01 03:46:42,2030 Jun 01 09:34:04,Annular,2030 Jun 01 06:40:24,-50829586.6477618,-142914002.89872614,10086.340384668814,27.59514319319249,-10.09925755539159,0.0016016741499346027,-50685110.25343469,-142534402.13235188,14482.170975638484,26.688298316673748,-9.760599211032952,-0.0874794583655963,0.0,0.0,0.0,0.0,0.0,0.0,-476360176.5215104,-650544377.9254127,13359280.725923272,10.396654711090523,-7.116823463715899,-0.20301536230405243,101660061.50962606,-38373864.925195694,-6393141.194352277,12.176798773304823,32.613868192863514,-0.2541216670205033
2030 Nov 25 04:29:12,2030 Nov 25 09:36:54,Total,2030 Nov 25 07:03:04,67858922.19016133,131166962.52810155,-9419.191763363158,-26.954404433634753,13.582267998906522,-0.002012052756175731,67686315.63028987,130853351.00691576,-12706.912944158532,-25.987750894033468,13.067288331925534,0.09919199872127,0.0,0.0,0.0,0.0,0.0,0.0,-304766163.35661787,-738974578.0880525,9887942.16663983,11.935222194364913,-4.376356412437598,-0.24882668747610331,-11555785.884240722,-108075957.97856693,-819335.4783441377,34.58895259328427,-3.8583475271723344,-2.0487349305777296
2031 May 21 04:28:41,2031 May 21 10:29:33,Annular,2031 May 21 07:29:05,-76470290.8992119,-130656572.64118893,9489.207272248872,25.236511130596003,-15.166545200433472,0.0020067892977159514,-76259784.75408463,-130316550.66652161,9122.19518892715,24.416409348576405,-14.623390566343112,-0.08901806279044727,0.0,0.0,0.0,0.0,0.0,0.0,-114803473.24515426,-782632519.2784412,5819655.8361785775,12.78489176979881,-1.2875819729867142,-0.2806622925026182,-106681866.45853175,-14245729.469415646,5959344.333191015,4.417178743091428,-34.868813829194394,-0.7343159870924856
2031 Nov 14 18:39:00,2031 Nov 15 00:04:11,Hybrid,2031 Nov 14 21:21:38,91317856.1824009,116476396.9665029,-8962.416726280284,-23.938910226013853,18.27520230261427,-0.002316829679045062,91080802.92022122,116189886.3967566,-7853.479194405231,-23.097374170950072,17.63557987121886,0.09519174641694933,0.0,0.0,0.0,0.0,0.0,0.0,82919200.5568925,-777292465.6291051,1374226.7901586187,12.849358511879393,1.999144078920588,-0.2957576666116247,-38773794.156991266,100221568.74135844,3615449.7405308057,-32.77940912939356,-12.833437358339205,1.7146848669940462
2032 May 09 11:26:11,2032 May 09 15:55:18,Annular,2032 May 09 13:40:42,-98882300.10586175,-114175096.12167773,8902.33735875349,22.043020644649342,-19.62274096022305,0.0024047829691311025,-98627032.17703657,-113893061.7066391,3621.1515789362693,21.306598642677475,-18.89703987582352,-0.09245416596320606,0.0,0.0,0.0,0.0,0.0,0.0,274232483.1054675,-721742206.6833155,-3136454.241661868,12.07026280703556,5.258319244757515,-0.29186513750752974,89853425.47779554,60311025.63801504,-4354482.393952091,-19.624350054867374,28.92756085673683,1.530073290131968
2032 Nov 03 03:42:47,2032 Nov 03 08:00:35,Partial,2032 Nov 03 05:51:44,111997692.2207576,97356472.40530214,-7885.520453217733,-20.035966856003952,22.379203058028,-0.002559777451172761,111696145.4867346,97104688.1167732,-1719.7161578189955,-19.362557447178396,21.637273434531696,0.08792894587710103,0.0,0.0,0.0,0.0,0.0,0.0,448007058.987165,-617238993.1733178,-7458107.128697125,10.428369517422386,8.296441385254697,-0.26776205353361876,82257376.72989504,-71178267.2247314,-5724704.610991138,22.695327229250655,26.348959215465424,-0.9469572054769888
2033 Mar 30 16:14:22,2033 Mar 30 20:20:42,Total,2033 Mar 30 18:17:31,-147155538.5098288,-25933288.72505487,3028.21755682663,4.688108867032387,-29.46300041946416,0.0033545273014196496,-146802264.21071735,-25878119.38139817,9839.769222126492,4.530079831665306,-28.378066292277403,-0.09571397176865819,0.0,0.0,0.0,0.0,0.0,0.0,568879452.1861967,-497269562.36821425,-10660550.567681856,8.45110053445005,10.460987880588196,-0.23252143497707306,-103375649.04229599,-30370953.339783117,5546058.675138051,9.640349126015382,-33.760894963890905,-1.0206594238316127
2033 Sep 23 12:06:28,2033 Sep 23 16:22:46,Partial,2033 Sep 23 14:14:36,150094187.28205407,1351895.7028165152,-1235.4120160923655,-0.7505549144197238,29.688217164071574,-0.0032999823550924146,149688648.50476784,1354369.0413929555,-9100.695761324423,-0.7700972287764156,28.718647526955486,0.08417660481967174,0.0,0.0,0.0,0.0,0.0,0.0,675910645.4418356,-321442469.29742515,-13785385.55213591,5.460646266096791,12.42520479593219,-0.17377750069610673,-51619503.952945516,94186439.75040568,4274039.189427954,-30.830709746630763,-17.027988973725847,1.5443779893344332
2034 Mar 20 07:58:14,2034 Mar 20 13:13:45,Total,2034 Mar 20 10:36:01,-148965733.27141124,1275521.0513966973,1117.5993254700984,-0.7381122718722452,-29.914755511935613,0.003515477178754519,-148604222.92338157,1263011.1704900037,3773.484069350049,-0.7287105933263069,-28.830125823351093,-0.09688635331704709,0.0,0.0,0.0,0.0,0.0,0.0,733461182.4792111,-120904565.13601921,-15906000.770780815,1.9717170611893577,13.518342218936649,-0.10026740940241992,78900942.82941933,73931340.42062688,-3534536.277012958,-24.05318325144673,25.405583752229408,1.7372806996690517
2034 Sep 12 13:48:08,2034 Sep 12 19:32:32,Annular,2034 Sep 12 16:40:17,148091630.5094968,-27125102.076504745,850.4990399769324,4.887162806442411,29.201977433098474,-0.003420993884566164,147708467.65691143,-27045429.43217686,-2448.6075335813607,4.64136116578378,28.226986858652676,0.08876368641534448,0.0,0.0,0.0,0.0,0.0,0.0,735683987.7772928,86888538.9821395,-16818973.82948663,-1.6879927351635278,13.602381947697555,-0.01874758048566596,90184745.43989328,-60769673.09922811,-6039188.21279189,19.3563617954831,28.902255585373112,-0.7189396966091188
2035 Mar 09 20:43:34,2035 Mar 10 02:09:26,Annular,2035 Mar 09 23:26:33,-145730615.92453846,28739470.858423296,-1190.0030154817753,-6.248981303528972,-29.352455810168106,0.0035696657399323156,-145360041.00640696,28656533.70656675,-3166.6751312604124,-6.068525060058959,-28.332357897253033,-0.09172460044789804,0.0,0.0,0.0,0.0,0.0,0.0,681677227.6748838,290374670.40682137,-16456164.49783573,-5.278026423157393,12.646589298337341,0.06553149797246775,-32504622.0041728,-103591309.46894835,449195.97959795775,33.180270135001834,-10.632704724062398,-2.060637125848964
2035 Sep 01 23:38:21,2035 Sep 02 04:57:09,Total,2035 Sep 02 02:17:42,141046061.89519423,-53817979.151689164,3362.0102965647084,10.141023949806844,27.73121929192336,-0.003517945688593733,140703369.74547914,-53676866.4071113,4928.846276274075,9.700807869684802,26.766799250360783,0.0945341092304127,0.0,0.0,0.0,0.0,0.0,0.0,576845470.7834642,469544301.2274209,-14855286.646362485,-8.407981470241426,10.75794324337464,0.14340193594679393,-107012196.54420146,10060324.077822773,6312342.097774826,-3.4695970410665526,-35.02317326960889,-0.2819910676815509
