Begin time,End time,Eclipse type,Greatest eclipse time,EARTH_Position_X,EARTH_Position_Y,EARTH_Position_Z,EARTH_Velocity_X,EARTH_Velocity_Y,EARTH_Velocity_Z,MOON_Position_X,MOON_Position_Y,MOON_Position_Z,MOON_Velocity_X,MOON_Velocity_Y,MOON_Velocity_Z,VENUS_Position_X,VENUS_Position_Y,VENUS_Position_Z,VENUS_Velocity_X,VENUS_Velocity_Y,VENUS_Velocity_Z,SUN_Position_X,SUN_Position_Y,SUN_Position_Z,SUN_Velocity_X,SUN_Velocity_Y,SUN_Velocity_Z
2049 May 18 11:00:55,2049 May 18 16:04:11,Partial,2049 May 18 12:03:11,-70186673.4215326,-134136398.28492728,13407.948033211815,25.914961265307205,-13.918801864891753,-0.00027071556035085414,-70364140.46912499,-134456653.05251214,9044.991546676982,26.869896067776732,-14.406487392320116,0.09845452556248252,28404223.701418012,-104996046.99432495,-3086146.7690038276,33.58743134507525,9.022084220029853,-1.8132312722756208,0.0,0.0,0.0,0.0,0.0,0.0
2049 Nov 10 17:00:02,2049 Nov 10 22:28:05,Partial,2049 Nov 10 18:11:13,87899147.83197884,118990087.54661724,-12249.047715614217,-24.433065452446197,17.586653232199865,-0.00016487592319329734,88135022.41790178,119294379.67860435,-7904.878658870864,-25.21238166660841,18.248108138099415,-0.09334010177752575,-95114821.80873565,-50878854.09948035,4785591.069039947,16.287208085236554,-31.058718643833213,-1.3677836979250686,0.0,0.0,0.0,0.0,0.0,0.0
2050 May 07 23:27:32,2050 May 08 05:11:36,Total,2050 May 08 01:36:18,-92515561.10053602,-119428532.63046983,12329.308555151129,23.071300629157527,-18.3510783494994,0.00024323430287729345,-92759746.52213855,-119727600.92939368,12855.287181954274,23.88859201289542,-18.95966698530341,0.09426706675467791,-73290480.76366682,78391832.86240937,5308804.36056152,-25.707513381640315,-24.117071272134393,1.1505340184303732,0.0,0.0,0.0,0.0,0.0,0.0
2050 Oct 31 04:55:32,2050 Oct 31 10:18:58,Total,2050 Oct 31 06:53:46,108549298.6879271,101041991.38404399,-11048.495731985466,-20.769975641163906,21.689976002811,-0.0005808256575080515,108823125.64556287,101283449.62721722,-11424.97724366092,-21.45592499483709,22.51825738661191,-0.10018302920540813,62081039.22285659,88387228.7315853,-2362476.5330871055,-28.767937038919253,19.975877138877138,1.9350777839510767,0.0,0.0,0.0,0.0,0.0,0.0
2051 Apr 27 05:31:59,2051 Apr 27 10:08:18,Penumbral,2051 Apr 27 05:31:59,-112348557.01993936,-100434533.6430885,10970.541570196181,19.375030647808725,-22.31697286705387,0.0007940761660300124,-112654465.85600162,-100697157.27013384,16863.119663580543,20.027710265036507,-23.04204254424381,0.0895778528658503,102510301.19099939,-35954355.2113597,-6409601.365993855,11.414742727679418,32.8981727819769,-0.20481279769259858,0.0,0.0,0.0,0.0,0.0,0.0
2051 Oct 20 22:05:17,2051 Oct 21 02:20:35,Partial,2051 Oct 20 23:26:46,125235442.74600273,80159265.60206345,-9241.67820333741,-16.533088446102543,24.97483741896185,-0.0009500455877869956,125540336.47282812,80344413.6617487,-14253.142964305087,-17.10592062701882,25.912470609140847,-0.10153765760092155,-9766967.95784484,-108201872.92264357,-928771.182837589,34.66378289355005,-3.289271373591955,-2.0450947613723875,0.0,0.0,0.0,0.0,0.0,0.0
2052 Mar 16 14:48:36,2052 Mar 16 19:02:12,Penumbral,2052 Mar 16 14:48:36,-148954188.7077835,-4902034.203808226,2547.632072682438,0.5037761941112435,-29.880036862755023,0.0017723535841428124,-149351725.20845658,-4908900.37818567,-5258.555502554088,0.4857487490239067,-30.869661313505343,0.09043856294511612,-83512106.73073842,67379449.0487616,5746997.385945364,-22.121396257994615,-27.448495051397803,0.8976221202918689,0.0,0.0,0.0,0.0,0.0,0.0
2052 Sep 10 04:38:58,2052 Sep 10 08:53:53,Penumbral,2052 Sep 10 04:38:58,149337479.91928983,-17293323.084978748,-364.97529534052154,2.9504297181397527,29.47740905916751,-0.0017177969199346276,149708745.62619194,-17343196.895082626,6738.094507889515,3.0473557554224424,30.522277660710827,-0.09731159217377341,45577862.90843311,97807578.70756057,-1280345.9857058094,-31.85874184489319,14.629412166100623,2.039699731190197,0.0,0.0,0.0,0.0,0.0,0.0
2053 Mar 05 21:39:41,2053 Mar 06 03:11:51,Total,2053 Mar 05 23:52:29,-146844780.386661,22794009.004857074,-275.84326296555435,-5.043693498159777,-29.542324746284788,0.0017582087280854266,-147215857.53392056,22861120.183811873,-3356.5846884560638,-5.273301319822727,-30.559668896182814,0.09739390168731485,106429986.11723508,-21533570.781379666,-6436905.820720267,6.782524134476082,34.17048803951103,0.0800238710239497,0.0,0.0,0.0,0.0,0.0,0.0
2053 Aug 30 13:04:50,2053 Aug 30 18:59:29,Total,2053 Aug 30 15:20:32,144153363.6330795,-44085326.19632261,2347.73644445496,8.235338488464741,28.373485928910256,-0.0017371131161659386,144528589.5675693,-44210121.28082353,4957.645265262149,8.514418709354272,29.328527325821156,-0.09376058458417866,8038223.200812461,-108416741.20758907,-1959099.1465742653,34.70917076625912,2.4570427901083494,-1.968469776137034,0.0,0.0,0.0,0.0,0.0,0.0
2054 Feb 23 11:57:44,2054 Feb 23 17:07:25,Total,2054 Feb 23 14:08:18,-139895726.15273893,48935428.639499485,-2812.1064732869627,-10.309154643226638,-28.225186701293996,0.00167939615662456,-140232364.74076036,49063441.643336974,-1211.8771859969024,-10.716631639490606,-29.235175129238936,0.10265632391904096,-102347736.67259094,-33596629.240939386,5440762.816851434,10.699644868399663,-33.44815686708444,-1.0786417920381859,0.0,0.0,0.0,0.0,0.0,0.0
2054 Aug 19 15:53:32,2054 Aug 19 21:44:56,Partial,2054 Aug 19 17:10:46,133960452.9653169,-69949451.82517022,4998.246353041673,13.310912357149979,26.29213797658868,-0.0016722519441243937,134315924.29660618,-70146014.93128031,2617.4482277024804,13.776191643239537,27.14094655308755,-0.09120122633072529,-55676275.21582146,91814037.34798975,4478386.463338172,-30.06529712488614,-18.363323013285157,1.4810846146883094,0.0,0.0,0.0,0.0,0.0,0.0
2055 Feb 13 05:41:23,2055 Feb 13 09:25:14,Penumbral,2055 Feb 13 05:41:23,-128507660.81086694,73136798.18042399,-5432.353839398527,-15.207907174039237,-25.996750308488874,0.0015637378077338442,-128814779.47472596,73320265.22905795,823.7059719724145,-15.755134927731527,-26.946291956890807,0.10084412522860928,75913116.55616209,76961086.8171889,-3317593.8500851253,-25.039474548478218,24.445640912709035,1.7816966493851574,0.0,0.0,0.0,0.0,0.0,0.0
2055 Jul 10 07:05:41,2055 Jul 10 08:52:12,Penumbral,2055 Jul 10 07:05:41,61001056.73877733,-139177853.78399938,12669.2996001765,26.803842889231962,11.846302403038967,-0.0004724688111855835,61155339.51099208,-139535074.86587337,22385.377351807892,27.749176712520722,12.20529816183463,-0.08892522640616181,23036952.511766076,-106289051.673249,-2795186.8809697265,34.00922337820198,7.293948236351281,-1.8612844276722045,0.0,0.0,0.0,0.0,0.0,0.0
2055 Aug 08 19:09:38,2055 Aug 08 22:37:57,Penumbral,2055 Aug 08 19:09:38,119212799.609113,-93400382.79949047,7509.664025081515,17.893003155199228,23.336144374645453,-0.0014979835266835607,119522437.97381312,-93651203.43023533,-33.327960260687966,18.538236465515674,24.083286140644038,-0.09116997906847833,93108871.36384404,-56101207.31356663,-6145033.916006604,17.878009586385026,29.856082609815715,-0.6194041139720982,0.0,0.0,0.0,0.0,0.0,0.0
2056 Jan 04 07:01:56,2056 Jan 04 11:37:47,Partial,2056 Jan 04 08:47:12,-49773388.84120824,138435142.21760568,-12984.648417739267,-28.505031230683628,-10.187520317209605,0.0003242997881885726,-49896014.65724048,138797670.64359337,-19797.98200473689,-29.463995404851275,-10.558365308009181,0.09418255958109421,-95242442.44991748,-50625327.707353026,4795596.122001618,16.208113417777913,-31.102375015273385,-1.3641221028173203,0.0,0.0,0.0,0.0,0.0,0.0
2056 Jun 28 17:13:46,2056 Jun 28 22:12:17,Partial,2056 Jun 28 18:19:35,35562908.37631775,-147783767.314953,14205.585585332125,28.481459985590526,6.859032571902222,4.5139368226050755e-05,35640849.0678504,-148143961.35378647,19148.73149647285,29.53082164174798,7.045306092033685,-0.09676507949944067,-68884876.62687163,82311558.7611592,5109391.867282341,-26.97851135121653,-22.678024889660264,1.243358209900923,0.0,0.0,0.0,0.0,0.0,0.0
2056 Dec 23 11:37:26,2056 Dec 23 17:43:17,Total,2056 Dec 23 13:58:53,-22302057.177759,145402096.79169938,-14202.722422633706,-29.91770480587436,-4.62573548905066,-0.0001632101578004965,-22353362.351235963,145800504.96210408,-16816.175434872992,-30.88577129891319,-4.775793375989809,0.09049665926448658,63051920.86711452,87706253.91180027,-2427010.693901322,-28.54450844894141,20.289275444411757,1.926558579521615,0.0,0.0,0.0,0.0,0.0,0.0
2057 Jun 18 10:10:49,2057 Jun 18 15:24:35,Total,2057 Jun 18 12:01:25,9725492.396445401,-151652319.89653626,15521.627173219742,29.248032875424148,1.7964381641850826,0.0005723484789133933,9738619.545749253,-152009507.54384348,15597.729468027062,30.343988711058373,1.830520334639946,-0.1010540129718792,100963792.79792026,-40142500.171768256,-6378149.089923035,12.756569854165162,32.39506086506264,-0.2887180418490231,0.0,0.0,0.0,0.0,0.0,0.0
2057 Dec 12 12:00:06,2057 Dec 12 17:59:19,Partial,2057 Dec 12 13:17:25,6436840.6540388735,147045600.1558014,-15360.833144507711,-30.232526274854646,1.191851423407625,-0.0007304589135846463,6464403.425717183,147450018.10393164,-13449.634354210493,-31.199904814078828,1.2699986769666376,0.08913452187708473,-13034134.476353426,-107847960.903355,-736736.9760537731,34.550287144635035,-4.345695488067041,-2.0530043589916662,0.0,0.0,0.0,0.0,0.0,0.0
2058 Jun 08 04:42:18,2058 Jun 08 09:00:25,Partial,2058 Jun 08 06:04:39,-16241931.173438719,-150985617.91748458,15989.000714525751,29.13844224082717,-3.2962711772390216,0.0010602352956683347,-16289034.232360333,-151344913.33957818,11016.96759091137,30.215672769462717,-3.405347211501135,-0.09733009834797303,-106524754.95196596,-15046514.500289818,5937162.5033756895,4.687193880684994,-34.84901414330799,-0.7513983353672902,0.0,0.0,0.0,0.0,0.0,0.0
2058 Dec 01 15:38:39,2058 Dec 01 19:41:32,Penumbral,2058 Dec 01 15:38:39,34590464.88599457,143231289.30599153,-15871.710679813888,-29.429411084536472,6.88055773813193,-0.0013823089666767238,34689454.02364108,143609403.427917,-9297.054771306528,-30.39278746727722,7.173858684743647,0.09049512950261256,-36564149.26058172,101046515.13036625,3504378.509357769,-33.05010271419412,-12.121627997605538,1.7391455920801429,0.0,0.0,0.0,0.0,0.0,0.0
2059 Apr 29 07:19:01,2059 Apr 29 11:58:33,Partial,2059 Apr 29 09:09:36,-105800478.55937037,-107503274.22337955,13031.56163764097,20.752422327664114,-21.00363377540693,0.0030240932944991233,-106079937.07040171,-107776974.11177264,19910.11436529028,21.48457640270793,-21.693360425929338,-0.08862427585138594,106260955.97081809,-22335378.06066227,-6438088.389652045,7.041582334413641,34.11916987351853,0.064892992553469,0.0,0.0,0.0,0.0,0.0,0.0
2059 Oct 22 14:15:55,2059 Oct 22 18:34:41,Partial,2059 Oct 22 15:41:26,120201872.25966711,87301063.23397154,-11140.606234730465,-17.97964369946329,23.987978468322293,-0.0034670461256372568,120498565.7428246,87507542.49385442,-17746.83270706368,-18.576265730895763,24.894820846181762,0.09424382022020134,3141205.9685889664,-108649468.50182834,-1681358.5216093431,34.791250551091395,0.8789877524299171,-1.994808763287876,0.0,0.0,0.0,0.0,0.0,0.0
2060 Apr 17 10:24:57,2060 Apr 17 16:34:16,Total,2060 Apr 17 12:43:56,-123442665.41149525,-85963586.8919054,11138.920435730679,16.545329491155275,-24.553379019504337,0.0034572092773761534,-123780804.80990195,-86187196.36755782,13451.896560336676,17.090091352921462,-25.356030570128496,-0.08621094802749193,-103005625.40570219,-31457663.362099197,5507539.58106865,10.008016342935818,-33.668058713778116,-1.042199611537163,0.0,0.0,0.0,0.0,0.0,0.0
2060 Oct 11 06:56:33,2060 Oct 11 12:10:44,Total,2060 Oct 11 08:49:56,134250390.46182767,64572633.25552276,-9027.281929690018,-13.386274713090726,26.730978071078106,-0.003902035573789597,134576440.53491306,64718870.77078628,-11251.86897304924,-13.845343261610727,27.727235397695456,0.09754900758681379,-52919275.1932065,93438333.72584972,4342973.522649644,-30.592750794880722,-17.465662904342132,1.523582061444407,0.0,0.0,0.0,0.0,0.0,0.0
2061 Apr 06 11:51:35,2061 Apr 06 17:36:14,Partial,2061 Apr 06 13:08:37,-136887236.62362492,-61290639.21373223,8779.252478333337,11.696702638096975,-27.29468081350103,0.003867362311564429,-137257568.38641483,-61445882.605938934,6216.9920991335375,12.051935673734047,-28.207665937211246,-0.0865877617358777,78927783.90534157,73907381.895319,-3532403.4331953805,-24.04293602765825,25.413934748327176,1.7378754871461357,0.0,0.0,0.0,0.0,0.0,0.0
2061 Sep 30 23:08:58,2061 Oct 01 04:17:43,Partial,2061 Oct 01 00:13:13,144028892.7673043,39722954.81257442,-6599.033867322814,-8.394331844849349,28.602927531664697,-0.004143860096720985,144387524.8502751,39812000.76549399,-4065.580891288531,-8.691370926416868,29.62384772191473,0.09335479865577014,92320835.48445989,-57400307.149589,-6118239.081496337,18.294109509318048,29.60026221868741,-0.6465517107093524,0.0,0.0,0.0,0.0,0.0,0.0
2062 Feb 25 07:29:58,2062 Feb 25 09:15:18,Penumbral,2062 Feb 25 07:29:58,-142762067.14167276,40275542.400474444,-2099.8972061254744,-8.562005180923185,-28.777109736653642,0.004399272610358455,-143119497.88935423,40378684.37448017,7512.707582229933,-8.897673951559002,-29.779103439424272,-0.08754928908428854,-97462946.4628553,-46125014.51226081,4985026.624732572,14.752204122107548,-31.8312517804537,-1.2905824629280636,0.0,0.0,0.0,0.0,0.0,0.0
2062 Mar 26 18:58:54,2062 Mar 26 22:17:05,Penumbral,2062 Mar 26 18:58:54,-145358495.07174128,-35059749.96919147,6364.22278629126,6.508981289142704,-29.065732113648867,0.004190622325362537,-145732266.49440226,-35143285.773037806,-1155.2455821259339,6.690789346742263,-30.076721414216824,-0.08892245193826522,-32651039.280978724,-103490186.61290376,454150.3917266419,33.17882830860655,-10.69262611790148,-2.0615644046921804,0.0,0.0,0.0,0.0,0.0,0.0
2062 Aug 21 21:26:09,2062 Aug 21 23:31:24,Penumbral,2062 Aug 21 21:26:09,138183003.04076153,-60867832.41731377,4456.118188633516,11.531521593917901,27.14711927523141,-0.004225969113858258,138547430.8519087,-61031092.238261774,-5179.272848514101,11.907900015287657,28.057507193218882,0.08388032506698719,-67723043.64007422,83274680.21173976,5056634.107257497,-27.292770335104706,-22.29700945465533,1.2664134690745859,0.0,0.0,0.0,0.0,0.0,0.0
2062 Sep 20 11:06:58,2062 Sep 20 14:02:29,Penumbral,2062 Sep 20 11:06:58,149275260.7721465,13162524.932971887,-4027.6224906579673,-3.091525249397999,29.559129685237078,-0.004265433950624595,149664279.2989084,13191076.2027257,4081.2753537002977,-3.2092721180294252,30.561191603127813,0.08519148922371264,-107335551.31022252,5295386.992262216,6264673.199305581,-1.9173995227679772,-35.148334368845944,-0.3748293051820947,0.0,0.0,0.0,0.0,0.0,0.0
2063 Feb 14 21:14:13,2063 Feb 15 01:55:45,Partial,2063 Feb 14 22:21:29,-132685029.90625456,65492633.03954242,-4990.778560463994,-13.658333764155556,-26.819313081162086,0.00437863690320111,-133002241.39913774,65658336.61204222,396.55586644804123,-14.17881186838183,-27.783325496073534,-0.09534186739003385,66152950.0121144,85410768.01784883,-2636350.705395055,-27.796649525344545,21.294229722072917,1.8975188139876278,0.0,0.0,0.0,0.0,0.0,0.0
2063 Aug 10 21:39:02,2063 Aug 11 03:09:42,Partial,2063 Aug 10 23:05:29,124845759.72700255,-85540632.53810848,7235.908951875921,16.359028267748002,24.461015832206872,-0.004076124523391701,125175862.31130111,-85776947.859188,1787.8048079910081,16.929248212975526,25.243895505189307,0.08441357314604975,99591344.53408684,-43462357.39670128,-6344933.335043697,13.823509980979376,31.950936631473258,-0.3560336106339032,0.0,0.0,0.0,0.0,0.0,0.0
2064 Feb 04 13:53:40,2064 Feb 04 19:14:06,Total,2064 Feb 04 15:45:47,-118377296.9238798,88261493.59126472,-7652.714655039954,-18.27956864132836,-23.988254992157017,0.004226624286418587,-118659981.80565359,88484434.97314139,-6580.364920510652,-18.93462848363614,-24.858869542293935,-0.0966506050559585,-14808712.271879707,-107602406.88565691,-632223.7682356725,34.47834139058017,-4.919970203836285,-2.056735720040668,0.0,0.0,0.0,0.0,0.0,0.0
2064 Jul 30 00:32:20,2064 Jul 30 06:30:00,Total,2064 Jul 30 02:40:37,107373392.144591,-107044728.92950498,9957.538716732615,20.55235221222124,20.984065707620022,-0.003836945172340374,107645310.87653252,-107329820.59074718,9450.24898076368,21.30138281091714,21.64455785198925,0.08825699867724923,-107129138.58805156,-9451900.313005589,6048818.511215015,2.8737977477863708,-35.057229108508054,-0.6500502529155787,0.0,0.0,0.0,0.0,0.0,0.0
2065 Jan 24 04:09:39,2065 Jan 24 09:10:58,Partial,2065 Jan 24 05:25:00,-99982294.94164549,108318239.49566333,-10161.360854371078,-22.362832828434698,-20.311998662952846,0.0038381860917501287,-100231076.53181267,108601309.31186257,-13884.474516611961,-23.115248628995463,-21.035327253323857,-0.09136402811543472,-36135964.114969805,101202039.9503119,3482395.593926705,-33.100418388268636,-11.982418007651022,1.743752210183928,0.0,0.0,0.0,0.0,0.0,0.0
2065 Jul 19 11:05:18,2065 Jul 19 15:43:47,Partial,2065 Jul 19 12:26:21,86944778.51830131,-124453099.19309612,12527.197906276355,23.94091738314613,16.948149555564015,-0.003570402912714397,87151414.35662994,-124764074.61357218,17140.964063539184,24.83997659743163,17.495519062071477,0.09307473156929484,91873955.58742002,57207430.755776055,-4508819.9449141165,-18.618295108481245,29.580800604498478,1.4826911882768963,0.0,0.0,0.0,0.0,0.0,0.0
2065 Dec 14 18:54:24,2065 Dec 14 20:34:27,Penumbral,2065 Dec 14 18:54:24,-3989540.1165189543,147092962.04079333,-16906.504735325627,-30.25001563404748,-0.9178828198347458,0.00173323793448491,-3998770.5651562773,147497113.2741833,-7064.657869612057,-31.222558807568404,-0.9554139070982716,-0.08516492882146656,1699830.7230832155,-108683129.51374492,-1599932.8503518628,34.79949926216657,0.41304018734998793,-2.0015514478938865,0.0,0.0,0.0,0.0,0.0,0.0
2066 Jan 13 13:09:28,2066 Jan 13 15:00:24,Penumbral,2066 Jan 13 13:09:28,-77736917.606505,125029420.07616389,-12747.69190588902,-25.7703633676494,-15.837319404081141,0.003369154128826724,-77943272.79581444,125368775.17525099,-21977.55833278314,-26.597755295889176,-16.38295775632291,-0.08414602239301615,80824078.86174157,-72769023.57159251,-5667578.2982280245,23.222321250214808,25.89518379039489,-0.9816345876666894,0.0,0.0,0.0,0.0,0.0,0.0
2066 Jun 09 20:38:42,2066 Jun 10 00:48:15,Partial,2066 Jun 09 22:01:48,-7746193.58101136,-151702064.1692989,17635.36154727973,29.270387829844204,-1.629290824987405,-0.0015849796821769961,-7771514.476730816,-152058205.65165076,11009.165537998111,30.365331979521187,-1.7058839171326468,0.09786731570825379,-104019131.70075777,-27814245.79523238,5615533.968527887,8.826385548556887,-34.006334010642064,-0.9790478482519499,0.0,0.0,0.0,0.0,0.0,0.0
2066 Dec 03 17:16:34,2066 Dec 03 22:34:23,Partial,2066 Dec 03 18:53:20,24937458.364254225,145155507.36224434,-17592.68629950647,-29.832005179614487,4.931756326660824,0.0010602153701156428,25013566.86484251,145551338.95093957,-11574.359114064875,-30.78602299895925,5.138704329658375,-0.08774162030984929,-49600125.87284795,95262420.07241717,4177846.5984904687,-31.181245464768548,-16.379220334098587,1.5721626726104858,0.0,0.0,0.0,0.0,0.0,0.0
2067 May 30 13:37:22,2067 May 30 18:59:30,Total,2067 May 30 15:33:23,-33627631.084015466,-147976040.36196807,18048.47049624878,28.567683533424827,-6.711227918662684,-0.0009457987257382688,-33718065.98563235,-148330822.13282308,15954.316789403307,29.615250765936253,-6.9401131568063334,0.09820923671776473,80157360.67786272,72582532.6393479,-3620243.6005613026,-23.611080111629033,25.812516762101858,1.718734199518427,0.0,0.0,0.0,0.0,0.0,0.0
2067 Nov 22 21:18:04,2067 Nov 23 03:08:34,Total,2067 Nov 22 23:24:05,52342568.444610454,137898682.6685037,-17238.88163086504,-28.323371811885256,10.458363546412325,0.00044249514081448783,52488469.713746645,138255354.88724184,-15812.571393698901,-29.250906456744037,10.885773406833849,-0.09367203152857642,89435442.2689573,-61813693.2526029,-6013236.036505774,19.71155251259838,28.672798946673744,-0.7406295629989442,0.0,0.0,0.0,0.0,0.0,0.0
2068 May 19 02:33:54,2068 May 19 07:52:21,Partial,2068 May 19 03:45:58,-58898727.449212626,-139606161.45775056,17597.93992002164,26.966550908372497,-11.688298269639239,-0.0002349669758915961,-59057376.22728233,-139957980.02047488,20691.074363728243,27.91385045103538,-12.064856153928748,0.09310535638172632,-33667915.944957204,-103155633.81663112,515905.8310864957,33.073371993586704,-11.023557917397156,-2.06013707998918,0.0,0.0,0.0,0.0,0.0,0.0
2068 Nov 11 09:23:43,2068 Nov 11 14:20:50,Partial,2068 Nov 11 10:30:46,77082158.9523105,126083617.0826018,-16352.39015669205,-25.888110754311796,15.425209261133892,-0.00015029614248545536,77280582.74572346,126390338.50837147,-19601.917771911103,-26.772215720438908,16.036471432038873,-0.09945110095545172,-106909021.7568038,10589682.924445296,6313103.289153264,-3.6384490150814135,-35.023045618966236,-0.2743315787117618,0.0,0.0,0.0,0.0,0.0,0.0
2069 Apr 08 17:43:20,2069 Apr 08 20:07:05,Penumbral,2069 Apr 08 17:43:20,-132590060.6156388,-70448884.59139472,10932.807806190145,13.500051074394149,-26.41332417328493,0.001847313558564675,-132950112.82287158,-70636871.38236186,1392.3460128066108,13.948949620649584,-27.27112667202512,0.0883525866946952,68116801.40675057,83876907.15182796,-2769457.847224997,-27.293812980470168,21.92550458639602,1.87748155218106,0.0,0.0,0.0,0.0,0.0,0.0
2069 May 08 09:42:02,2069 May 08 12:04:24,Penumbral,2069 May 08 09:42:02,-82832923.6875238,-126518817.66689157,16473.05767118558,24.44404107275766,-16.42531657339536,0.0004508474540315785,-83057580.32550848,-126853339.10129373,25310.130939327195,25.267469705192312,-16.94941886017925,0.08748303551063408,-16309839.86518102,106311060.66208144,2410574.07307089,-34.73696422088485,-5.51141671877957,1.9274892574898528,0.0,0.0,0.0,0.0,0.0,0.0
2069 Oct 02 17:27:28,2069 Oct 02 20:18:37,Penumbral,2069 Oct 02 17:27:28,141261542.9369518,48208642.976819664,-8468.81126618912,-10.095324331786003,28.078169778211247,-0.0019667997177071576,141602573.01452842,48320323.57817584,238.2670199991448,-10.45205998385394,29.110979909773036,-0.09989308056162921,98554728.14767468,-45788221.76665839,-6317846.340965172,14.569101407955788,31.614075190940067,-0.4032893599706192,0.0,0.0,0.0,0.0,0.0,0.0
2069 Nov 01 02:54:06,2069 Nov 01 05:37:30,Penumbral,2069 Nov 01 02:54:06,98775334.55575743,110366225.88482597,-14880.263654928067,-22.669513296311198,19.752869265624245,-0.0007373781887257977,99017453.48572564,110628009.82629684,-22790.29401463609,-23.47813215316941,20.497421014162516,-0.09936188978979286,100554788.901565,40281147.311846,-5243252.370161897,-13.13430480251798,32.35805180550513,1.2049821326178043,0.0,0.0,0.0,0.0,0.0,0.0
2070 Mar 28 17:57:28,2070 Mar 28 23:24:54,Partial,2070 Mar 28 19:18:56,-143013911.82735318,-44173127.74697309,8150.760944668315,8.31533018803702,-28.56995334204181,0.0021701603969262327,-143396370.54738796,-44282370.97939833,2939.8989498033125,8.55376336195977,-29.53007368572041,0.09232190956719441,-19292098.728021808,-106869911.40371773,-364933.4224381567,34.24685030226761,-6.367904160439438,-2.0634167189547576,0.0,0.0,0.0,0.0,0.0,0.0
2070 Sep 22 07:35:16,2070 Sep 22 12:44:13,Partial,2070 Sep 22 08:43:05,148049334.08097383,22209877.06971492,-5584.692064405932,-4.894240851235955,29.344077726017495,-0.002259516958379831,148420852.60514572,22256850.067598496,-881.7444473250566,-5.069154289033082,30.37915252792637,-0.0989260727190641,-107222927.487608,-8302898.005140635,6069826.928955975,2.499356605336812,-35.0864075490734,-0.6293104844230307,0.0,0.0,0.0,0.0,0.0,0.0
2071 Mar 18 01:28:30,2071 Mar 18 07:07:55,Total,2071 Mar 18 03:29:41,-148246724.71538743,-17089631.004805878,4951.869369176306,2.935898938698663,-29.700188692621666,0.0023491651650755572,-148622656.16796616,-17123024.820415217,4609.589891125464,2.9838621535159473,-30.741085716808435,0.09864382384868055,-30986118.739809584,102918724.39412552,3210379.0757170767,-33.654302651313,-10.2997255523132,1.798770050206896,0.0,0.0,0.0,0.0,0.0,0.0
2071 Sep 11 16:18:41,2071 Sep 11 22:16:32,Total,2071 Sep 11 18:30:19,150060805.14271262,-5088536.51934595,-2542.112205391435,0.5331035471398912,29.65789369753251,-0.0025095708287338233,150455408.06688634,-5111880.026019479,-2594.7194312236766,0.554621879191892,30.65308488414452,-0.09461827434838967,92602316.92565069,56040909.83064689,-4566055.543180202,-18.23751799375912,29.813150362474182,1.464216325205903,0.0,0.0,0.0,0.0,0.0,0.0
2072 Mar 06 16:17:07,2072 Mar 06 20:48:17,Partial,2072 Mar 06 17:31:29,-148479959.6477921,9787228.352009589,1849.2629790238427,-2.434817179730508,-29.83027342192655,0.0024748841885122662,-148838871.9259791,9819674.34244142,6249.377618787612,-2.554579849341392,-30.912091024383223,0.10272683998682602,77658614.96980394,-76144260.06438448,-5532267.17974139,24.308379376224718,24.87645240419542,-1.0580120734218506,0.0,0.0,0.0,0.0,0.0,0.0
2072 Aug 30 19:26:01,2072 Aug 31 00:24:35,Partial,2072 Aug 30 21:23:31,146959860.88748673,-32803694.7038662,993.4545651569614,6.012523201158157,28.960206458404123,-0.002593772586050213,147354324.6650346,-32900508.08806068,-4191.061858246644,6.238909357461381,29.901471037494876,-0.0913646116482752,-53608424.35868404,-94167238.43978104,1789661.9892460983,30.21099871110737,-17.495827797829868,-1.9844788235137327,0.0,0.0,0.0,0.0,0.0,0.0
2073 Jan 25 23:32:44,2073 Jan 26 03:08:57,Penumbral,2073 Jan 25 23:32:44,-106567517.7109779,101958126.84043008,-10122.3842778479,-21.066492004116466,-21.63113330506194,0.0019064116900185698,-106825758.57949673,102213255.46124186,-18076.763273057466,-21.80474116968902,-22.421036108999015,0.0997128837808398,-48491957.90929147,95835642.94795446,4122331.7299863575,-31.3671538613396,-16.01790606438461,1.5876449648852728,0.0,0.0,0.0,0.0,0.0,0.0
2073 Feb 24 11:10:52,2073 Feb 24 12:16:00,Penumbral,2073 Feb 24 11:10:52,-143987205.86222944,35929500.00350344,-1420.3146348055195,-7.686862007152096,-29.00838847171585,0.0025813111067310053,-144333416.1902864,36018881.2214973,7938.023309131662,-7.945248513646288,-30.073976066850175,0.09923105948575572,-103592608.28564343,28207322.809672937,6364995.797863782,-9.368906108632203,-33.96557373973515,0.07054455199689538,0.0,0.0,0.0,0.0,0.0,0.0
2073 Jul 21 08:34:42,2073 Jul 21 12:41:12,Penumbral,2073 Jul 21 08:34:42,94222207.78969029,-118961161.5458776,12777.485148062928,22.873154543972444,18.38341824512218,-0.0017036706607114576,94458856.37322405,-119269969.18013673,20520.69269690868,23.70234434873911,18.96242293129608,-0.0918919868529641,83893441.84932396,68270060.94781268,-3894192.741921683,-22.210992645672007,27.015994520031736,1.6548250437051426,0.0,0.0,0.0,0.0,0.0,0.0
