Begin time,End time,Eclipse type,Greatest eclipse time,EARTH_Position_X,EARTH_Position_Y,EARTH_Position_Z,EARTH_Velocity_X,EARTH_Velocity_Y,EARTH_Velocity_Z,MOON_Position_X,MOON_Position_Y,MOON_Position_Z,MOON_Velocity_X,MOON_Velocity_Y,MOON_Velocity_Z,VENUS_Position_X,VENUS_Position_Y,VENUS_Position_Z,VENUS_Velocity_X,VENUS_Velocity_Y,VENUS_Velocity_Z,SUN_Position_X,SUN_Position_Y,SUN_Position_Z,SUN_Velocity_X,SUN_Velocity_Y,SUN_Velocity_Z
2029 Jun 26 05:25:19,2029 Jun 26 10:57:34,Total,2029 Jun 26 07:23:21,14390821.162311433,-151295037.38998312,9514.454175224293,29.175040591153973,2.7115720490479207,-0.0014988379112339744,14416359.123799944,-151667344.15809405,9331.569121871278,30.227728714532695,2.7410114344391565,0.09569332537612411,-98581716.42710303,42415117.51561513,6271247.0484119775,-13.994233454634742,-32.351267550970846,0.36285473130746376,0.0,0.0,0.0,0.0,0.0,0.0
2029 Dec 21 01:32:04,2029 Dec 21 07:17:28,Partial,2029 Dec 21 02:48:00,-398121.5306702161,147157199.4304861,-9314.252527901323,-30.261139762861706,-0.19030214668365747,0.0012656218559441313,-389468.62310101,147555253.1177774,-11685.41653749558,-31.24963390567769,-0.20230846185121767,-0.08978601542360483,17018789.617794327,106385696.15480982,480172.8896252405,-34.70186438332036,5.350884951057086,2.075886384022879,0.0,0.0,0.0,0.0,0.0,0.0
2030 Jun 15 22:09:39,2030 Jun 16 02:29:20,Partial,2030 Jun 15 23:26:34,-11755085.481974881,-151426095.91670126,9798.690997499052,29.219557981281078,-2.415428317674051,-0.0012494360734025356,-11791330.700621367,-151783021.94389555,14612.483585044938,30.3051356928111,-2.540383106522566,0.09898439685913339,108128638.21146849,8482044.800265133,-6122346.881407005,-2.872554344424719,34.75902295312551,0.6435423066372175,0.0,0.0,0.0,0.0,0.0,0.0
2030 Dec 10 03:26:18,2030 Dec 10 07:18:54,Penumbral,2030 Dec 10 03:26:18,28097678.029719736,144599646.36132002,-9466.213629821606,-29.714590623468858,5.570526826745126,0.0008944948716381241,28181984.664295994,144997067.88136625,-16743.480751365554,-30.661460195198707,5.773027184977323,-0.08698007383147292,36171850.86798745,-102590770.94007853,-3497310.5666471412,32.80951229128293,11.524556273558941,-1.734664120967991,0.0,0.0,0.0,0.0,0.0,0.0
2031 May 07 08:26:34,2031 May 07 12:47:08,Partial,2031 May 07 09:53:13,-101977314.287534,-111234733.11218947,7967.902680863405,21.478758019129387,-20.23857851756507,-1.6670618168372154e-05,-102230024.13765286,-111499651.23643364,1378.414209637138,22.278783577127076,-20.95263533563547,0.09777416793561541,-104695758.65920018,23857374.192984466,6368813.933893469,-7.953783903868738,-34.31896777344448,-0.012828128838144263,0.0,0.0,0.0,0.0,0.0,0.0
2031 Oct 30 13:13:26,2031 Oct 30 17:41:31,Penumbral,2031 Oct 30 13:13:26,117007057.74054591,91410099.16866894,-7155.066821621515,-18.81399298539455,23.360893872434396,-0.0002996170551351286,117314468.26016353,91641421.22269598,-98.02870432005575,-19.391483539370878,24.20519956660997,-0.09190098002173831,2569388.9640612635,107627414.58135235,1331589.549566582,-35.13182537856699,0.6455611724011926,2.035879211583801,0.0,0.0,0.0,0.0,0.0,0.0
2032 Apr 25 20:20:08,2032 Apr 26 02:06:31,Total,2032 Apr 25 22:26:47,-119813188.80475314,-91113921.76028596,7084.0341571652325,17.552949459357293,-23.818748340818892,0.0003186783881454044,-120126395.16119084,-91339927.34912133,5039.693874125308,18.184739538586435,-24.617807052180215,0.09447010683651846,104980548.8274824,26955959.827519134,-5686423.230600262,-8.827858444791293,33.76676046906389,0.9736219531861394,0.0,0.0,0.0,0.0,0.0,0.0
2032 Oct 19 00:55:19,2032 Oct 19 06:17:46,Total,2032 Oct 19 02:53:39,132107009.60952722,68691271.89048894,-5713.0520960274625,-14.21744377931449,26.315456071099806,-0.00045493158251698815,132435046.27453488,68851083.99023353,-3374.2840302178824,-14.658060495323914,27.29702925673474,-0.09957796680229235,50478759.1074335,-96367476.80474626,-4237505.725417657,30.805345490967774,16.129037964821155,-1.5556060852050402,0.0,0.0,0.0,0.0,0.0,0.0
2033 Apr 15 01:39:54,2033 Apr 15 07:20:14,Partial,2033 Apr 15 02:59:58,-134095597.08318226,-67418956.94504532,5815.020346925106,12.904113195725603,-26.721523633058908,0.0006758504243671541,-134460147.1822855,-67591566.18233943,8821.520511899738,13.341112927634649,-27.59330410513383,0.0905363327157103,-78175743.82850486,-74677275.05155933,3483322.963877592,23.95808828870318,-25.502917461950112,-1.7330631154885332,0.0,0.0,0.0,0.0,0.0,0.0
2033 Oct 08 17:57:04,2033 Oct 08 22:55:34,Partial,2033 Oct 08 18:55:52,142624927.6277554,44242625.001235574,-4243.509153830647,-9.299884688871401,28.336940355199467,-0.0006820803888056186,142968417.42488953,44339215.64409234,-6546.2185243267395,-9.600100563953841,29.393523285466458,-0.1022928947897031,-89199193.56232338,59635383.43315654,5966733.762766517,-19.60296131181437,-29.302790040120986,0.7279811814945515,0.0,0.0,0.0,0.0,0.0,0.0
2034 Apr 04 03:59:10,2034 Apr 04 07:04:53,Penumbral,2034 Apr 04 03:59:10,-143873179.2434963,-41112648.384944804,3980.0537993948733,7.70899448440347,-28.74946407167421,0.0008996831734434039,-144263445.72291723,-41218118.41090967,12131.675711784748,7.947886809805903,-29.692603684183574,0.08890445236512536,37177461.16807458,101241470.21598637,-752477.6207710054,-32.99283828026064,11.904289920981928,2.067310914685541,0.0,0.0,0.0,0.0,0.0,0.0
2034 Aug 30 02:24:59,2034 Aug 30 04:52:19,Penumbral,2034 Aug 30 02:24:59,140327083.968559,-55527642.241915435,2629.0982078527445,10.484351157929021,27.585021891398345,-0.0008926227344796885,140674116.3541508,-55668686.62857657,11859.43476799918,10.839931565262773,28.572248966751918,-0.09506084605406598,66534842.47593918,-86066139.8626796,-5022625.814530063,27.490198069466306,21.294768425974247,-1.2931826909948818,0.0,0.0,0.0,0.0,0.0,0.0
2034 Sep 28 11:48:10,2034 Sep 28 14:58:57,Penumbral,2034 Sep 28 11:48:10,148621872.7754397,18465679.284880772,-2477.692165951149,-4.147459997617497,29.4469822597445,-0.0008965470990419722,148984996.4786753,18504251.15729695,-9850.350015805661,-4.298672749195703,30.511503364629736,-0.0968446743998903,108006830.6322431,-10780837.738357894,-6379854.950091061,3.3262671503084476,34.69207394147304,0.2852951387073697,0.0,0.0,0.0,0.0,0.0,0.0
2035 Feb 22 17:50:16,2035 Feb 22 22:44:39,Partial,2035 Feb 22 19:09:18,-134868927.2995438,61025206.40223406,-3354.799624278517,-12.754009376744992,-27.247385293766897,0.0009397034703425513,-135208795.13859105,61187811.1213222,-9136.581132217,-13.245172902334184,-28.168541116466855,0.09524646854069327,-67170553.16241749,-84865843.86934434,2707953.139867868,27.232271482781144,-21.910127296472396,-1.8726832693994462,0.0,0.0,0.0,0.0,0.0,0.0
2035 Aug 19 10:19:06,2035 Aug 19 15:44:29,Partial,2035 Aug 19 11:37:09,128369619.31602776,-80011957.46159425,4834.868008942996,15.279096893167203,25.166687721717505,-0.0008465830977309283,128700661.90626563,-80228361.18938535,9937.25490867501,15.792906947255995,26.018468256875213,-0.09229164886945353,-98009219.81831416,43731513.514594354,6256555.261124563,-14.421354270516895,-32.16176130590586,0.38957680971576614,0.0,0.0,0.0,0.0,0.0,0.0
2036 Feb 12 07:38:15,2036 Feb 12 12:59:01,Total,2036 Feb 12 09:30:31,-121144121.19633184,84510552.57071425,-5247.232200947696,-17.51690772134849,-24.538611613823768,0.0007110882080623101,-121433630.95699266,84724402.03045657,-6437.780789678599,-18.181989417190504,-25.401919217304613,0.10162064107132589,21257054.449819475,105644777.25148676,227047.2271650455,-34.45246444812693,6.730979860330752,2.0804288964622746,0.0,0.0,0.0,0.0,0.0,0.0
2036 Aug 07 12:49:43,2036 Aug 07 19:01:20,Total,2036 Aug 07 15:05:29,111822018.83603713,-102297319.99966249,6724.542943006742,19.628679230012576,21.86754653758312,-0.0006800709208900713,112114897.20538859,-102578787.95001276,7003.953924512072,20.29731642804943,22.567372032103957,-0.09040323515407672,108351177.0434739,5285679.0709505025,-6178864.159570813,-1.8425576491246738,34.822580076211615,0.5854691523999728,0.0,0.0,0.0,0.0,0.0,0.0
2037 Feb 01 00:47:46,2037 Feb 01 05:35:04,Partial,2037 Feb 01 01:52:46,-103622024.93075489,104902286.41114487,-7060.580278126213,-21.665425140457494,-21.040654676291517,0.0004968209545438424,-103866884.41182438,105163301.40591985,-3738.837698863932,-22.452362907465815,-21.80283468122168,0.10134865042650652,33955239.75134359,-103342623.29837261,-3381131.3969780025,33.05321500735022,10.80860797934331,-1.7583595479140126,0.0,0.0,0.0,0.0,0.0,0.0
2037 Jul 27 15:38:18,2037 Jul 27 20:36:34,Partial,2037 Jul 27 17:17:48,91506009.84451242,-121093017.04838383,8381.626393058288,23.28753545620253,17.848291147774255,-0.0004055923770143716,91739177.48260099,-121415997.84977001,3563.1359957047657,24.10643557415393,18.400142735682977,-0.09117217815594458,-91690161.16493231,-56917114.04696806,4507097.916003232,18.238822554287914,-29.93457653791973,-1.4642402066772253,0.0,0.0,0.0,0.0,0.0,0.0
2037 Dec 23 03:22:04,2037 Dec 23 05:47:41,Penumbral,2037 Dec 23 03:22:04,-10266421.680817977,146769118.76020256,-10768.460203838946,-30.18816332078738,-2.187990131356112,-0.0007335756419020427,-10289876.9025468,147151293.78198826,-20179.78289481184,-31.210372910351566,-2.293897961496225,0.09147574758596866,2820745.8763642777,107621837.89909545,1318178.7752621649,-35.13042472326494,0.727576994734202,2.0369421488261636,0.0,0.0,0.0,0.0,0.0,0.0
2038 Jan 21 17:05:54,2038 Jan 21 19:29:25,Penumbral,2038 Jan 21 17:05:54,-82609873.79509245,121902434.79040775,-8553.176214294512,-25.13217072886032,-16.81925524760611,0.0003445563477063039,-82814161.11562642,122212923.74705604,-92.02627207360071,-25.99027103555876,-17.437671468978333,0.09364208248923156,-77790843.54089111,73921271.36426091,5505441.422509555,-24.251225641326435,-25.583495380019155,1.0471330009963464,0.0,0.0,0.0,0.0,0.0,0.0
2038 Jun 17 15:02:51,2038 Jun 17 19:13:31,Partial,2038 Jun 17 16:48:34,-3143325.2955535203,-151888531.72760186,11439.189394104771,29.30280226909395,-0.7263317799457939,0.000954316844032147,-3157806.330604748,-152256723.64272106,18481.719571470003,30.365572797185433,-0.8087330398191792,-0.09437674432110497,106275183.3712104,21383538.892731305,-5837310.5777130565,-7.0313828528991875,34.17971596050171,0.8760681871558181,0.0,0.0,0.0,0.0,0.0,0.0
2038 Dec 12 07:06:23,2038 Dec 12 12:32:17,Partial,2038 Dec 12 08:35:36,18146325.008560784,146120464.74079964,-11190.911779150007,-30.034266424011857,3.559998697580671,-0.0010982841788052344,18204071.91587563,146518178.93928304,-16856.544928546482,-31.0063935377329,3.676965782615936,0.0887286622234349,49353653.36187173,-96951329.51836729,-4181755.3720551934,30.990969623677834,15.767859303537104,-1.5710336880470128,0.0,0.0,0.0,0.0,0.0,0.0
2039 Jun 07 07:34:16,2039 Jun 07 12:46:39,Total,2039 Jun 07 09:26:46,-29177680.82510321,-148948271.5930186,11554.7415620137,28.75307188647176,-5.836291606514175,0.0014143541229264755,-29255679.19724623,-149297044.1801462,13842.858000701692,29.82176341053804,-6.082217364537707,-0.09990379709867887,-81070447.23359399,-71471413.19973578,3693775.3846899066,22.926983104649295,-26.448464019595086,-1.686778223147181,0.0,0.0,0.0,0.0,0.0,0.0
2039 Dec 01 07:03:33,2039 Dec 01 13:18:39,Total,2039 Dec 01 09:20:11,46276183.08321096,139991286.22716716,-11400.18743720067,-28.75731766644298,9.237891086613146,-0.0015106398115841916,46412780.862888776,140372791.7288432,-12715.221850513473,-29.666631077988235,9.577994504874903,0.0883581036556466,-87237686.49350567,62473521.62088744,5893018.258906694,-20.52460822254789,-28.66375690201728,0.7895545757525905,0.0,0.0,0.0,0.0,0.0,0.0
2040 May 27 01:40:08,2040 May 27 06:39:09,Partial,2040 May 27 02:41:07,-54176214.68693458,-141558534.40067002,11675.03567447395,27.340449069423087,-10.75602497761351,0.0017708038826552083,-54314534.89337188,-141893575.68166187,9077.623532265798,28.352594310135405,-11.13974972560787,-0.09773175894788086,39362362.290273525,100433013.64381757,-888400.7447270384,-32.721733127358966,12.612940415262393,2.06144683232701,0.0,0.0,0.0,0.0,0.0,0.0
2040 Nov 19 10:21:59,2040 Nov 19 15:44:05,Partial,2040 Nov 19 11:40:49,72358913.58020596,128781321.10392629,-10903.422785916135,-26.443832373928327,14.479691911040993,-0.0019850595388753883,72558286.18662687,129117014.0572115,-7559.1459491093065,-27.28902211927764,15.029151342096092,0.0909686149860098,107383048.29941063,-15953021.58932887,-6414880.416585618,4.990481100319998,34.48581861522622,0.18681011612557494,0.0,0.0,0.0,0.0,0.0,0.0
2041 Apr 17 04:57:25,2041 Apr 17 07:50:24,Penumbral,2041 Apr 17 04:57:25,-129529610.27700341,-76129624.14904109,7503.083736081095,14.616705917250634,-25.788751526802372,0.003037558866424442,-129868820.55181202,-76324378.4220185,16629.224612521746,15.151727661763383,-26.640658676656894,-0.08735193620301065,-67660031.16349167,-84474122.1551818,2740226.489056332,27.104163528710128,-22.069588094630177,-1.867611562557529,0.0,0.0,0.0,0.0,0.0,0.0
2041 May 16 17:11:31,2041 May 16 19:49:20,Penumbral,2041 May 16 17:11:31,-77775790.64046076,-129769640.69703178,11516.799011575076,25.072525346570604,-15.422127909873662,0.0020911427351012098,-77975921.59002739,-130093109.66589232,3260.7339411169683,25.976322721129577,-15.92463583856821,-0.0892080472676593,15558957.384808755,-107621840.95601088,-2379646.824290386,34.4432129017152,4.882861226006997,-1.9198811997634528,0.0,0.0,0.0,0.0,0.0,0.0
2041 Oct 10 11:11:07,2041 Oct 10 13:55:43,Penumbral,2041 Oct 10 11:11:07,139631440.5550917,52532777.36441647,-5677.436861701511,-10.963641869832154,27.766505181668016,-0.003307350785403844,139971135.53381544,52656087.89033367,-14555.11305316267,-11.306566159940912,28.796671747121767,0.09236213249090837,-95863681.55019376,48223939.7887839,6194692.479569828,-15.886947102504827,-31.468485815897257,0.48322125504802205,0.0,0.0,0.0,0.0,0.0,0.0
2041 Nov 08 21:48:44,2041 Nov 09 00:30:57,Penumbral,2041 Nov 08 21:48:44,95119604.9857958,113451180.67241018,-10372.620540548909,-23.299687473957643,19.025492608061818,-0.0024685493339718853,95361341.7980304,113730742.59564525,-2301.3915313994626,-24.078642584036388,19.749011725225174,0.0934667703723053,-100589855.35277858,-38650180.30899421,5271053.158835282,12.33436401732532,-32.867062317674225,-1.1641993818594303,0.0,0.0,0.0,0.0,0.0,0.0
2042 Apr 06 07:11:22,2042 Apr 06 12:52:09,Partial,2042 Apr 06 08:33:40,-141008019.35442466,-50542389.93669413,5603.509185244881,9.575081589683107,-28.14925292794852,0.003282685548993925,-141392514.39305088,-50670975.82546604,10585.071254697627,9.892998969835569,-29.065712542308766,-0.0857676203244739,23326304.607945323,105215202.03142287,103133.19467445952,-34.31180256922562,7.403273512338959,2.081484887429022,0.0,0.0,0.0,0.0,0.0,0.0
2042 Sep 30 03:28:16,2042 Sep 30 08:19:48,Partial,2042 Sep 30 04:29:41,147174542.38054565,26964159.347941235,-3806.2385809432953,-5.843065248148039,29.18615790283761,-0.0035707817549096733,147527571.563162,27020097.755606957,-8488.609753235198,-6.025253168838221,30.267559334415157,0.09706581751956768,108471796.85612412,2081568.3795098357,-6229282.522134558,-0.8114723178292769,34.8584350435151,0.5268869558946601,0.0,0.0,0.0,0.0,0.0,0.0
2043 Mar 26 08:02:03,2043 Mar 26 14:10:01,Total,2043 Mar 26 10:16:29,-147539671.94309008,-23045205.16418324,3466.0313484470066,4.121078292702733,-29.539518330670067,0.0035471286962064663,-147937692.92166853,-23097262.043758325,3762.8656694730594,4.222076012526332,-30.514404907545885,-0.08706409517627299,29995321.50284162,-104549100.78631468,-3170663.787489637,33.446305321110515,9.535702980907658,-1.798281760212122,0.0,0.0,0.0,0.0,0.0,0.0
2043 Sep 19 19:29:15,2043 Sep 20 00:57:40,Total,2043 Sep 19 21:26:36,150056666.61447552,506354.97933799634,-1588.8655186613223,-0.5766444639554847,29.67385567327201,-0.003697434478689083,150426369.1210085,497763.8664331954,-1682.451102379793,-0.5938481945579309,30.736115794763695,0.0943772252426659,-92502056.27661085,-55571439.66269563,4571268.406088441,17.804431091456266,-30.198220211450565,-1.4431725328024005,0.0,0.0,0.0,0.0,0.0,0.0
2044 Mar 14 14:26:39,2044 Mar 14 19:16:59,Partial,2044 Mar 14 15:54:17,-148808173.11963424,4696457.004768104,1229.4141577609798,-1.4152963218371224,-29.880878605893574,0.0036918884396439505,-149190232.20790684,4717318.75842596,-3332.215184926042,-1.5148306606849522,-30.904283843714108,-0.09076449359725754,-73955688.19875258,77769840.42052704,5338025.148139045,-25.50225799132119,-24.332150642445928,1.136138808342439,0.0,0.0,0.0,0.0,0.0,0.0
2044 Sep 08 06:51:44,2044 Sep 08 11:33:10,Partial,2044 Sep 08 08:38:08,148134439.85404775,-26447327.819535933,659.3269967655199,4.759148407365752,29.212030502386966,-0.0036525268320549637,148517231.70224383,-26524252.08115226,5880.206328915922,4.914969635266627,30.20778132417667,0.08763452182958792,57648053.000396304,91306145.55865894,-2068059.5829911546,-29.724129492037,18.54022464171245,1.9703097046582436,0.0,0.0,0.0,0.0,0.0,0.0
2045 Feb 02 17:29:36,2045 Feb 02 21:02:26,Penumbral,2045 Feb 02 17:29:36,-109792277.23470992,98543842.64678182,-7404.816268141575,-20.370192790460827,-22.275416667429585,0.003302346893334755,-110054548.63745023,98787076.5672514,469.2881599160393,-21.126884475710995,-23.068463291416663,-0.09462971550546147,46015649.117173456,-98579529.01641461,-4012874.1480116555,31.515605096331225,14.691127968966438,-1.615856171341482,0.0,0.0,0.0,0.0,0.0,0.0
2045 Mar 04 05:09:34,2045 Mar 04 06:08:00,Penumbral,2045 Mar 04 05:09:34,-145114564.1735207,31399425.671417333,-1089.4114625966174,-6.774356508310423,-29.220557016675855,0.0037397926719595024,-145469271.12083322,31478918.711640675,-10547.805703595295,-7.039054568522941,-30.26739301507622,-0.09243044279771297,103150184.32140678,-34075486.12522571,-6420532.975480805,10.809943277502136,33.10185317094718,-0.16763833709041584,0.0,0.0,0.0,0.0,0.0,0.0
2045 Jul 29 19:25:54,2045 Jul 29 23:45:22,Penumbral,2045 Jul 29 19:25:54,99073801.85429324,-114889736.47985873,8913.275395752844,22.081167814847408,19.342315338230712,-0.002951848315359861,99334150.33404776,-115201176.1921681,1125.478064537289,22.829630299277635,19.957139471980575,0.08439444361813163,-83356692.51514192,-68735404.57171515,3862207.575362297,22.048085064207058,-27.20024985607959,-1.6467576818615108,0.0,0.0,0.0,0.0,0.0,0.0
2046 Jan 23 09:33:12,2046 Jan 23 14:39:16,Partial,2046 Jan 23 10:33:07,-89812754.26517653,116766764.17698713,-9111.51846856458,-24.08405856603225,-18.26959424369066,0.00307437278287692,-90025096.12459333,117057652.48643659,-5274.850383783339,-24.94916041292497,-18.931357179779905,-0.09734909190078785,-86220698.24927375,63873669.282671094,5854252.713985397,-20.980972528516457,-28.330850394597423,0.820097566478506,0.0,0.0,0.0,0.0,0.0,0.0
2046 Jul 18 21:54:58,2046 Jul 19 03:45:12,Total,2046 Jul 19 00:14:06,76663705.65119632,-131118817.35390252,10540.371323876769,25.236922725574395,14.923787361302802,-0.0026992679675435158,76854286.8091342,-131463537.57297614,7589.583997734484,26.129553901470416,15.372010612400842,0.08889500881851423,44478308.7165684,98301957.79524927,-1211579.2629222688,-32.022499885871945,14.275282119554255,2.0441220203800907,0.0,0.0,0.0,0.0,0.0,0.0
2047 Jan 12 23:14:00,2047 Jan 13 04:49:58,Total,2047 Jan 13 01:21:12,-66618721.576708406,131223398.60458486,-10648.090940496884,-27.034260403529025,-13.593763379080643,0.0026679358743518515,-66780645.063077934,131564194.82459731,-11300.459744184322,-27.95522174508919,-14.082237034161658,-0.09346954187207847,107317424.09957822,-16379476.293349234,-6416998.99230377,5.126282388693251,34.46642532776981,0.17915518958074847,0.0,0.0,0.0,0.0,0.0,0.0
2047 Jul 08 08:08:54,2047 Jul 08 13:25:19,Partial,2047 Jul 08 09:11:53,52420457.56585802,-142656405.5060214,11780.981913395897,27.480916323215453,10.162897936565168,-0.002390877802502187,52540156.3029331,-143009964.64539808,13968.053191726567,28.490868092690665,10.460325951571473,0.09479811326882306,9432736.986104218,-108310339.80244441,-2036555.058779756,34.67258040427463,2.9084226837491616,-1.960234554575798,0.0,0.0,0.0,0.0,0.0,0.0
2048 Jan 02 06:55:44,2048 Jan 02 11:35:14,Penumbral,2048 Jan 02 06:55:44,-40547521.750711106,141398930.5558748,-11988.87279823009,-29.108094920820655,-8.320529163449104,0.0022160986685995274,-40649203.809795,141783442.04532143,-17689.11221978081,-30.055368492656427,-8.607084773688397,-0.08758545870363174,-100901651.69827576,-37798928.85745709,5300022.139855708,12.061437374251224,-32.971682541544226,-1.150226419694936,0.0,0.0,0.0,0.0,0.0,0.0
2048 May 28 18:36:31,2048 May 28 21:30:24,Penumbral,2048 May 28 18:36:31,-46042227.11103399,-144489817.5667343,13605.8166317755,27.901961868617363,-9.15285883167907,-0.0007354231101464571,-46154971.9848678,-144828508.08514312,5023.776292201852,28.943714724818722,-9.499403367688783,0.09714708635532376,26862872.152876142,104396363.99808165,-110924.06261396584,-34.034399715808085,8.552689837087383,2.0812939357389486,0.0,0.0,0.0,0.0,0.0,0.0
2048 Jun 27 01:19:19,2048 Jun 27 04:30:41,Penumbral,2048 Jun 27 01:19:19,27231363.123656653,-149540679.08569065,12907.632262935458,28.82598900477922,5.22621967545812,-0.0020444304486421316,27289120.330805175,-149894790.7965211,20120.170122483298,29.90665881717818,5.387722024802454,0.09675621965480488,-58414319.846584916,90085745.76017907,4611433.081839808,-29.503128352472487,-19.259065925266967,1.436589552600623,0.0,0.0,0.0,0.0,0.0,0.0
2048 Nov 21 13:28:26,2048 Nov 21 16:54:11,Penumbral,2048 Nov 21 13:28:26,63450331.75004875,133279999.46210861,-12861.154608881801,-27.37013358060568,12.692865745249698,0.00028991709211007043,63627748.538493276,133641734.55958621,-4041.110071240135,-28.236103548972935,13.144445915832629,-0.08683683663889481,108492602.98552753,-1694699.2607664221,-6282229.0231394265,0.4052790276228726,34.86061488569365,0.4570672466878833,0.0,0.0,0.0,0.0,0.0,0.0
