Begin time,End time,Eclipse type,Greatest eclipse time,EARTH_Position_X,EARTH_Position_Y,EARTH_Position_Z,EARTH_Velocity_X,EARTH_Velocity_Y,EARTH_Velocity_Z,MOON_Position_X,MOON_Position_Y,MOON_Position_Z,MOON_Velocity_X,MOON_Velocity_Y,MOON_Velocity_Z,VENUS_Position_X,VENUS_Position_Y,VENUS_Position_Z,VENUS_Velocity_X,VENUS_Velocity_Y,VENUS_Velocity_Z,SUN_Position_X,SUN_Position_Y,SUN_Position_Z,SUN_Velocity_X,SUN_Velocity_Y,SUN_Velocity_Z
2043 Sep 19 19:29:15,2043 Sep 20 00:57:40,Total,2043 Sep 19 21:26:36,150056666.6144336,506354.9809227374,-1588.8654959363796,-0.5766444649020194,29.673855673284486,-0.0036974344789233553,150426369.1211649,497763.8475764583,-1682.4529594793066,-0.5938481393866455,30.736115793826038,0.09437722526196618,-92502056.27703978,-55571439.6619823,4571268.406123168,17.804431091222696,-30.19822021158855,-1.4431725327908773,0.0,0.0,0.0,0.0,0.0,0.0
2044 Mar 14 14:26:39,2044 Mar 14 19:16:59,Partial,2044 Mar 14 15:54:17,-148808173.11971888,4696457.003142624,1229.4141348127794,-1.4152963208948133,-29.880878605943874,0.003691888447148604,-149190232.2061514,4717318.777489797,-3332.213309295219,-1.5148307146414035,-30.904283840318065,-0.09076449420788985,-73955688.19813786,77769840.42111164,5338025.148111834,-25.5022579915135,-24.332150642244773,1.1361388083563424,0.0,0.0,0.0,0.0,0.0,0.0
2044 Sep 08 06:51:44,2044 Sep 08 11:33:10,Partial,2044 Sep 08 08:38:08,148134439.85430297,-26447327.817891072,659.3270203059475,4.759148406427879,29.21203050256745,-0.003652526841453969,148517231.69904694,-26524252.100821953,5880.204403858451,4.914969689101822,30.207781313645988,0.08763452259410127,57648053.00113854,91306145.55819103,-2068059.5830404744,-29.724129491886703,18.540224641953614,1.9703097046529507,0.0,0.0,0.0,0.0,0.0,0.0
2045 Feb 02 17:29:36,2045 Feb 02 21:02:26,Penumbral,2045 Feb 02 17:29:36,-109792277.23589559,98543842.64549178,-7404.816294296389,-20.370192789626028,-22.275416668198197,0.0033023468747283738,-110054548.62188059,98787076.58356713,469.2902964586932,-21.126884525590423,-23.068463245038267,-0.09462971399092952,46015649.11637176,-98579529.0167989,-4012874.1479708003,31.515605096449566,14.691127968707006,-1.615856171351911,0.0,0.0,0.0,0.0,0.0,0.0
2045 Mar 04 05:09:34,2045 Mar 04 06:08:00,Penumbral,2045 Mar 04 05:09:34,-145114564.1739174,31399425.66972275,-1089.4114884286485,-6.7743565072265755,-29.220557016919397,0.003739792693042972,-145469271.11541197,31478918.733363964,-10547.803591824742,-7.0390546332927935,-30.26739300029259,-0.09243044451257894,103150184.32113183,-34075486.1260842,-6420532.975476907,10.80994327777479,33.10185317085593,-0.16763833710739517,0.0,0.0,0.0,0.0,0.0,0.0
2045 Jul 29 19:25:54,2045 Jul 29 23:45:22,Penumbral,2045 Jul 29 19:25:54,99073801.85558008,-114889736.47872654,8913.275420522063,22.081167814224447,19.342315338975478,-0.0029518483019073476,99334150.31776157,-115201176.20558171,1125.476041401433,22.829630334843433,19.95713942912538,0.08439444252264897,-83356692.5157117,-68735404.57102127,3862207.575404775,22.048085063980306,-27.200249856264495,-1.6467576818510297,0.0,0.0,0.0,0.0,0.0,0.0
2046 Jan 23 09:33:12,2046 Jan 23 14:39:16,Partial,2046 Jan 23 10:33:07,-89812754.26664998,116766764.17586702,-9111.518498417801,-24.084058565298033,-18.269594244677293,0.003074372773391255,-90025096.10465857,117057652.50156626,-5274.847946708722,-24.949160457187585,-18.93135711958853,-0.097349091127627,-86220698.2487291,63873669.283404484,5854252.713964223,-20.98097252875746,-28.3308503944198,0.8200975664948525,0.0,0.0,0.0,0.0,0.0,0.0
2046 Jul 18 21:54:58,2046 Jul 19 03:45:12,Total,2046 Jul 19 00:14:06,76663705.65275526,-131118817.35298961,10540.371352457629,25.236922725042295,14.923787362265584,-0.0026992679610196,76854286.78768118,-131463537.58382568,7589.581665424604,26.12955393264928,15.372010555033087,0.08889500828600667,44478308.717419915,98301957.79486455,-1211579.2629766518,-32.02249988574853,14.275282119831616,2.0441220203768196,0.0,0.0,0.0,0.0,0.0,0.0
2047 Jan 12 23:14:00,2047 Jan 13 04:49:58,Total,2047 Jan 13 01:21:12,-66618721.578434356,131223398.60370815,-10648.090971994567,-27.034260402983392,-13.593763380197592,0.002667935876434266,-66780645.03971865,131564194.83684368,-11300.45717493845,-27.95522177748788,-14.08223696689235,-0.09346954203938189,107317424.09943846,-16379476.294294054,-6416998.992308824,5.126282388994568,34.4664253277238,0.179155189562745,0.0,0.0,0.0,0.0,0.0,0.0
2047 Jul 08 08:08:54,2047 Jul 08 13:25:19,Partial,2047 Jul 08 09:11:53,52420457.56765283,-142656405.50537074,11780.981946508622,27.48091632280148,10.162897937785058,-0.002390877807792965,52540156.276254535,-143009964.65331057,13968.050492283593,28.49086811780787,10.460325875932888,0.09479811369703865,9432736.985153712,-108310339.80253375,-2036555.0587262057,34.67258040429863,2.9084226834426534,-1.9602345545814173,0.0,0.0,0.0,0.0,0.0,0.0
